elbo_loss_step,epoch,step,elbo_loss_epoch,train_loss,train_elbo_loss
0.48989593982696533,0,49,,,
,0,78,0.5579708218574524,0.5552696585655212,0.5552696585655212
0.37625980377197266,1,99,,,
0.304196298122406,1,149,,,
,1,157,0.34092962741851807,0.3401864171028137,0.3401864171028137
0.23789724707603455,2,199,,,
,2,236,0.25577977299690247,0.25490158796310425,0.25490158796310425
0.21119706332683563,3,249,,,
0.2174677699804306,3,299,,,
,3,315,0.2186250537633896,0.21816295385360718,0.21816295385360718
0.21125024557113647,4,349,,,
,4,394,0.19973281025886536,0.19937720894813538,0.19937720894813538
0.20186743140220642,5,399,,,
0.18924914300441742,5,449,,,
,5,473,0.18591678142547607,0.1857656091451645,0.1857656091451645
0.1740436553955078,6,499,,,
0.16889137029647827,6,549,,,
,6,552,0.17485296726226807,0.17480967938899994,0.17480967938899994
0.1562136709690094,7,599,,,
,7,631,0.16721218824386597,0.16761040687561035,0.16761040687561035
0.15978117287158966,8,649,,,
0.15742741525173187,8,699,,,
,8,710,0.159829244017601,0.15971042215824127,0.15971042215824127
0.15338191390037537,9,749,,,
,9,789,0.15135729312896729,0.15198858082294464,0.15198858082294464
0.15384425222873688,10,799,,,
0.1417165845632553,10,849,,,
,10,868,0.14696307480335236,0.14705654978752136,0.14705654978752136
0.1438768208026886,11,899,,,
,11,947,0.14252936840057373,0.14230024814605713,0.14230024814605713
0.14623136818408966,12,949,,,
0.14539499580860138,12,999,,,
,12,1026,0.14065535366535187,0.14124716818332672,0.14124716818332672
0.12202738970518112,13,1049,,,
0.13008157908916473,13,1099,,,
,13,1105,0.13392339646816254,0.13366204500198364,0.13366204500198364
0.12710806727409363,14,1149,,,
,14,1184,0.1315871626138687,0.13145770132541656,0.13145770132541656
0.1371764838695526,15,1199,,,
0.13161903619766235,15,1249,,,
,15,1263,0.12649625539779663,0.12630429863929749,0.12630429863929749
0.11507978290319443,16,1299,,,
,16,1342,0.12152459472417831,0.12131377309560776,0.12131377309560776
0.12724557518959045,17,1349,,,
0.10129053145647049,17,1399,,,
,17,1421,0.1217401847243309,0.12184242159128189,0.12184242159128189
0.10550593584775925,18,1449,,,
0.11164354532957077,18,1499,,,
,18,1500,0.11892475932836533,0.11900266259908676,0.11900266259908676
0.12708894908428192,19,1549,,,
,19,1579,0.11439058929681778,0.11409442126750946,0.11409442126750946
0.12649032473564148,20,1599,,,
0.12760739028453827,20,1649,,,
,20,1658,0.11313016712665558,0.11377806961536407,0.11377806961536407
0.09478733688592911,21,1699,,,
,21,1737,0.10970088839530945,0.1095198392868042,0.1095198392868042
0.10865679383277893,22,1749,,,
0.10537111759185791,22,1799,,,
,22,1816,0.10832279175519943,0.10872922092676163,0.10872922092676163
0.10174071788787842,23,1849,,,
,23,1895,0.10643189400434494,0.10623647272586823,0.10623647272586823
0.09790720045566559,24,1899,,,
0.10042184591293335,24,1949,,,
,24,1974,0.10415125638246536,0.10381057858467102,0.10381057858467102
0.11061980575323105,25,1999,,,
0.10036364197731018,25,2049,,,
,25,2053,0.10391631722450256,0.10366345942020416,0.10366345942020416
0.09572777897119522,26,2099,,,
,26,2132,0.09901782125234604,0.09926509857177734,0.09926509857177734
0.09109798073768616,27,2149,,,
0.11027341336011887,27,2199,,,
,27,2211,0.09857165813446045,0.09881354123353958,0.09881354123353958
0.092515729367733,28,2249,,,
,28,2290,0.09800303727388382,0.09786137193441391,0.09786137193441391
0.09148741513490677,29,2299,,,
0.09430857747793198,29,2349,,,
,29,2369,0.0965004488825798,0.09642379730939865,0.09642379730939865
0.08843088150024414,30,2399,,,
,30,2448,0.09439291059970856,0.09460064768791199,0.09460064768791199
0.0930105671286583,31,2449,,,
0.08833470940589905,31,2499,,,
,31,2527,0.09267862886190414,0.09271842241287231,0.09271842241287231
0.08158577978610992,32,2549,,,
0.08740190416574478,32,2599,,,
,32,2606,0.09126666933298111,0.09121651947498322,0.09121651947498322
0.10268596559762955,33,2649,,,
,33,2685,0.09046633541584015,0.09046826511621475,0.09046826511621475
0.08758662641048431,34,2699,,,
0.09644687175750732,34,2749,,,
,34,2764,0.089356429874897,0.08918646723031998,0.08918646723031998
0.09325499832630157,35,2799,,,
,35,2843,0.0887703150510788,0.08878513425588608,0.08878513425588608
0.08431535959243774,36,2849,,,
0.09475076198577881,36,2899,,,
,36,2922,0.08881758153438568,0.08926445245742798,0.08926445245742798
0.09248942136764526,37,2949,,,
0.07694203406572342,37,2999,,,
,37,3001,0.08644429594278336,0.08630570769309998,0.08630570769309998
0.08234919607639313,38,3049,,,
,38,3080,0.0861659049987793,0.08605518192052841,0.08605518192052841
0.08782874047756195,39,3099,,,
0.0849892795085907,39,3149,,,
,39,3159,0.08370698988437653,0.08409972488880157,0.08409972488880157
0.07246600091457367,40,3199,,,
,40,3238,0.08396703749895096,0.08400578796863556,0.08400578796863556
0.09008926153182983,41,3249,,,
0.08979610353708267,41,3299,,,
,41,3317,0.08338842540979385,0.08333498239517212,0.08333498239517212
0.08705176413059235,42,3349,,,
,42,3396,0.082532599568367,0.08245344460010529,0.08245344460010529
0.08839849382638931,43,3399,,,
0.07617274671792984,43,3449,,,
,43,3475,0.08243870735168457,0.08235059678554535,0.08235059678554535
0.07869444042444229,44,3499,,,
0.07577081024646759,44,3549,,,
,44,3554,0.08157514780759811,0.0816366896033287,0.0816366896033287
0.07789241522550583,45,3599,,,
,45,3633,0.07916896045207977,0.07931836694478989,0.07931836694478989
0.07733149826526642,46,3649,,,
0.08756240457296371,46,3699,,,
,46,3712,0.07938778400421143,0.0791928619146347,0.0791928619146347
0.08386947959661484,47,3749,,,
,47,3791,0.07867990434169769,0.07880201190710068,0.07880201190710068
0.08730784058570862,48,3799,,,
0.07682512700557709,48,3849,,,
,48,3870,0.07902345061302185,0.0789884403347969,0.0789884403347969
0.07051648199558258,49,3899,,,
0.07376653701066971,49,3949,,,
