elbo_loss_step,epoch,step,elbo_loss_epoch,train_loss,train_elbo_loss
0.5613204836845398,0,49,,,
,0,78,0.5992456674575806,0.5970367193222046,0.5970367193222046
0.35904502868652344,1,99,,,
0.28970885276794434,1,149,,,
,1,157,0.3618491291999817,0.3631167709827423,0.3631167709827423
0.27473920583724976,2,199,,,
,2,236,0.27050697803497314,0.2702649235725403,0.2702649235725403
0.2607545554637909,3,249,,,
0.24736130237579346,3,299,,,
,3,315,0.24202702939510345,0.24153707921504974,0.24153707921504974
0.25865983963012695,4,349,,,
,4,394,0.22562497854232788,0.22507533431053162,0.22507533431053162
0.244625523686409,5,399,,,
0.22808758914470673,5,449,,,
,5,473,0.21683722734451294,0.2166651487350464,0.2166651487350464
0.22743889689445496,6,499,,,
0.19804725050926208,6,549,,,
,6,552,0.2097381353378296,0.2093304842710495,0.2093304842710495
0.18997913599014282,7,599,,,
,7,631,0.2034708559513092,0.20292775332927704,0.20292775332927704
0.19339068233966827,8,649,,,
0.19911693036556244,8,699,,,
,8,710,0.19791549444198608,0.1977495700120926,0.1977495700120926
0.20316699147224426,9,749,,,
,9,789,0.19218333065509796,0.19198746979236603,0.19198746979236603
0.1931561827659607,10,799,,,
0.1802285760641098,10,849,,,
,10,868,0.18857857584953308,0.18834610283374786,0.18834610283374786
0.17629148066043854,11,899,,,
,11,947,0.18221962451934814,0.18178947269916534,0.18178947269916534
0.18409229815006256,12,949,,,
0.17262794077396393,12,999,,,
,12,1026,0.17904183268547058,0.17912191152572632,0.17912191152572632
0.17602743208408356,13,1049,,,
0.16336290538311005,13,1099,,,
,13,1105,0.17814822494983673,0.17793655395507812,0.17793655395507812
0.1599385291337967,14,1149,,,
,14,1184,0.17398300766944885,0.17431551218032837,0.17431551218032837
0.17614610493183136,15,1199,,,
0.15537172555923462,15,1249,,,
,15,1263,0.17036353051662445,0.17011168599128723,0.17011168599128723
0.164775550365448,16,1299,,,
,16,1342,0.16783812642097473,0.16750726103782654,0.16750726103782654
0.1627894788980484,17,1349,,,
0.1732848584651947,17,1399,,,
,17,1421,0.16441918909549713,0.1649857759475708,0.1649857759475708
0.1681462973356247,18,1449,,,
0.16772989928722382,18,1499,,,
,18,1500,0.1612391471862793,0.16100919246673584,0.16100919246673584
0.15037281811237335,19,1549,,,
,19,1579,0.15858235955238342,0.15794707834720612,0.15794707834720612
0.16324742138385773,20,1599,,,
0.1718178242444992,20,1649,,,
,20,1658,0.1566683053970337,0.15646053850650787,0.15646053850650787
0.14616873860359192,21,1699,,,
,21,1737,0.1535934954881668,0.153774693608284,0.153774693608284
0.1495937705039978,22,1749,,,
0.14268122613430023,22,1799,,,
,22,1816,0.15284796059131622,0.15288163721561432,0.15288163721561432
0.1737525910139084,23,1849,,,
,23,1895,0.15002338588237762,0.15037831664085388,0.15037831664085388
0.15693975985050201,24,1899,,,
0.13004401326179504,24,1949,,,
,24,1974,0.15068884193897247,0.1510099172592163,0.1510099172592163
0.1383613795042038,25,1999,,,
0.1547761708498001,25,2049,,,
,25,2053,0.14833155274391174,0.14860749244689941,0.14860749244689941
0.14722396433353424,26,2099,,,
,26,2132,0.14491470158100128,0.14499761164188385,0.14499761164188385
0.13248631358146667,27,2149,,,
0.14962413907051086,27,2199,,,
,27,2211,0.1446581929922104,0.14456577599048615,0.14456577599048615
0.14660592377185822,28,2249,,,
,28,2290,0.14282521605491638,0.1427856981754303,0.1427856981754303
0.14381328225135803,29,2299,,,
0.14358532428741455,29,2349,,,
,29,2369,0.14033572375774384,0.14071711897850037,0.14071711897850037
0.13674424588680267,30,2399,,,
,30,2448,0.1394413709640503,0.13961543142795563,0.13961543142795563
0.15203838050365448,31,2449,,,
0.16113081574440002,31,2499,,,
,31,2527,0.1389388144016266,0.13906162977218628,0.13906162977218628
0.1364966332912445,32,2549,,,
0.13608881831169128,32,2599,,,
,32,2606,0.13749870657920837,0.13753454387187958,0.13753454387187958
0.16025947034358978,33,2649,,,
,33,2685,0.13657277822494507,0.1364538073539734,0.1364538073539734
0.13683147728443146,34,2699,,,
0.16092270612716675,34,2749,,,
,34,2764,0.13512937724590302,0.13490992784500122,0.13490992784500122
0.1392638236284256,35,2799,,,
,35,2843,0.13244178891181946,0.13228100538253784,0.13228100538253784
0.13128602504730225,36,2849,,,
0.13649530708789825,36,2899,,,
,36,2922,0.13212473690509796,0.13224241137504578,0.13224241137504578
0.13344314694404602,37,2949,,,
0.11170662939548492,37,2999,,,
,37,3001,0.12935151159763336,0.12891876697540283,0.12891876697540283
0.14672547578811646,38,3049,,,
,38,3080,0.12930092215538025,0.12972790002822876,0.12972790002822876
0.12708842754364014,39,3099,,,
0.11161280423402786,39,3149,,,
,39,3159,0.1296112984418869,0.1295667290687561,0.1295667290687561
0.11813938617706299,40,3199,,,
,40,3238,0.1269557625055313,0.1268613636493683,0.1268613636493683
0.12256502360105515,41,3249,,,
0.11964592337608337,41,3299,,,
,41,3317,0.12541329860687256,0.1252085268497467,0.1252085268497467
0.13015298545360565,42,3349,,,
,42,3396,0.12512534856796265,0.12516449391841888,0.12516449391841888
0.1355580985546112,43,3399,,,
0.12096867710351944,43,3449,,,
,43,3475,0.12324406951665878,0.12331666052341461,0.12331666052341461
0.11846764385700226,44,3499,,,
0.12810127437114716,44,3549,,,
,44,3554,0.12497000396251678,0.12506191432476044,0.12506191432476044
0.11895620822906494,45,3599,,,
,45,3633,0.12377330660820007,0.12358151376247406,0.12358151376247406
0.13132016360759735,46,3649,,,
0.11477665603160858,46,3699,,,
