elbo_loss_step,epoch,step,elbo_loss_epoch,train_loss,train_elbo_loss
0.29248249530792236,0,49,,,
,0,78,0.2924415171146393,0.29107606410980225,0.29107606410980225
0.20054133236408234,1,99,,,
0.25235751271247864,1,149,,,
,1,157,0.21215985715389252,0.21284717321395874,0.21284717321395874
0.19578713178634644,2,199,,,
,2,236,0.1953946352005005,0.19603703916072845,0.19603703916072845
0.19735519587993622,3,249,,,
0.17741763591766357,3,299,,,
,3,315,0.18341515958309174,0.1839144229888916,0.1839144229888916
0.16542154550552368,4,349,,,
,4,394,0.17188872396945953,0.1715279370546341,0.1715279370546341
0.14462362229824066,5,399,,,
0.14161142706871033,5,449,,,
,5,473,0.15712173283100128,0.15705838799476624,0.15705838799476624
0.18551789224147797,6,499,,,
0.1777385026216507,6,549,,,
,6,552,0.15536732971668243,0.15563423931598663,0.15563423931598663
0.14787736535072327,7,599,,,
,7,631,0.15340813994407654,0.1551201343536377,0.1551201343536377
0.1635730266571045,8,649,,,
0.16768936812877655,8,699,,,
,8,710,0.16009743511676788,0.16124482452869415,0.16124482452869415
0.16804057359695435,9,749,,,
,9,789,0.1525508165359497,0.15183578431606293,0.15183578431606293
0.15132246911525726,10,799,,,
0.16562826931476593,10,849,,,
,10,868,0.15213286876678467,0.15228281915187836,0.15228281915187836
0.1287604421377182,11,899,,,
,11,947,0.14802411198616028,0.1472972333431244,0.1472972333431244
0.12991030514240265,12,949,,,
0.15027205646038055,12,999,,,
,12,1026,0.14757534861564636,0.1481461375951767,0.1481461375951767
0.13626687228679657,13,1049,,,
0.12681369483470917,13,1099,,,
,13,1105,0.14625340700149536,0.14567166566848755,0.14567166566848755
0.1250576674938202,14,1149,,,
,14,1184,0.14976073801517487,0.1499968022108078,0.1499968022108078
0.11948961019515991,15,1199,,,
0.140194833278656,15,1249,,,
,15,1263,0.14681373536586761,0.14673982560634613,0.14673982560634613
0.1454390585422516,16,1299,,,
,16,1342,0.14885388314723969,0.1492026001214981,0.1492026001214981
0.1298128366470337,17,1349,,,
0.15471813082695007,17,1399,,,
,17,1421,0.14689494669437408,0.14761438965797424,0.14761438965797424
0.1300949901342392,18,1449,,,
0.12816908955574036,18,1499,,,
,18,1500,0.14588622748851776,0.1454964131116867,0.1454964131116867
0.13280434906482697,19,1549,,,
,19,1579,0.1461515873670578,0.14580462872982025,0.14580462872982025
0.15050281584262848,20,1599,,,
0.15876974165439606,20,1649,,,
,20,1658,0.1468673050403595,0.14699344336986542,0.14699344336986542
0.13362300395965576,21,1699,,,
,21,1737,0.14937995374202728,0.14900928735733032,0.14900928735733032
0.12738071382045746,22,1749,,,
0.13366472721099854,22,1799,,,
,22,1816,0.1420411318540573,0.14393576979637146,0.14393576979637146
0.1511477679014206,23,1849,,,
,23,1895,0.14751872420310974,0.14681421220302582,0.14681421220302582
0.12758193910121918,24,1899,,,
0.1541958600282669,24,1949,,,
,24,1974,0.14545397460460663,0.1447267085313797,0.1447267085313797
0.14167451858520508,25,1999,,,
0.11172743141651154,25,2049,,,
,25,2053,0.14615969359874725,0.14615976810455322,0.14615976810455322
0.14437663555145264,26,2099,,,
,26,2132,0.14471350610256195,0.14451159536838531,0.14451159536838531
0.16251546144485474,27,2149,,,
0.1377253383398056,27,2199,,,
,27,2211,0.14227113127708435,0.14230550825595856,0.14230550825595856
0.14335595071315765,28,2249,,,
,28,2290,0.14783284068107605,0.14761489629745483,0.14761489629745483
0.14732275903224945,29,2299,,,
0.1326827108860016,29,2349,,,
,29,2369,0.14518757164478302,0.1455693244934082,0.1455693244934082
0.15313859283924103,30,2399,,,
,30,2448,0.14399945735931396,0.14365710318088531,0.14365710318088531
0.14934991300106049,31,2449,,,
0.14558783173561096,31,2499,,,
,31,2527,0.14606305956840515,0.14615775644779205,0.14615775644779205
0.13806506991386414,32,2549,,,
0.14044037461280823,32,2599,,,
,32,2606,0.14243270456790924,0.14274533092975616,0.14274533092975616
0.13460420072078705,33,2649,,,
,33,2685,0.1417716145515442,0.14243002235889435,0.14243002235889435
0.17858844995498657,34,2699,,,
0.14855550229549408,34,2749,,,
,34,2764,0.1468406468629837,0.1463780552148819,0.1463780552148819
0.16874724626541138,35,2799,,,
,35,2843,0.14491689205169678,0.14547684788703918,0.14547684788703918
0.1503988653421402,36,2849,,,
0.14578460156917572,36,2899,,,
,36,2922,0.1449773758649826,0.1448434740304947,0.1448434740304947
0.16146521270275116,37,2949,,,
0.14395545423030853,37,2999,,,
,37,3001,0.14013351500034332,0.141000896692276,0.141000896692276
0.14709821343421936,38,3049,,,
,38,3080,0.14538493752479553,0.14572390913963318,0.14572390913963318
0.14996115863323212,39,3099,,,
0.14068353176116943,39,3149,,,
,39,3159,0.1421044021844864,0.14235298335552216,0.14235298335552216
0.15323033928871155,40,3199,,,
,40,3238,0.14435222744941711,0.14365552365779877,0.14365552365779877
0.16984190046787262,41,3249,,,
0.16369271278381348,41,3299,,,
,41,3317,0.1422804296016693,0.14221389591693878,0.14221389591693878
0.17507755756378174,42,3349,,,
,42,3396,0.14542868733406067,0.14603780210018158,0.14603780210018158
0.14072422683238983,43,3399,,,
0.16806438565254211,43,3449,,,
,43,3475,0.1467408984899521,0.14614978432655334,0.14614978432655334
0.1485331505537033,44,3499,,,
0.12148043513298035,44,3549,,,
,44,3554,0.14185532927513123,0.14112868905067444,0.14112868905067444
0.13795122504234314,45,3599,,,
,45,3633,0.14069285988807678,0.14038458466529846,0.14038458466529846
0.13163015246391296,46,3649,,,
0.1500493735074997,46,3699,,,
,46,3712,0.14561216533184052,0.1451505571603775,0.1451505571603775
0.13258349895477295,47,3749,,,
,47,3791,0.14172209799289703,0.1417178511619568,0.1417178511619568
0.15353016555309296,48,3799,,,
0.13737288117408752,48,3849,,,
