elbo_loss_step,epoch,step,elbo_loss_epoch,train_loss,train_elbo_loss
0.17113730311393738,0,49,,,
,0,78,0.23105023801326752,0.22979968786239624,0.22979968786239624
0.1538400948047638,1,99,,,
0.11666335165500641,1,149,,,
,1,157,0.1441233605146408,0.14385579526424408,0.14385579526424408
0.11637324839830399,2,199,,,
,2,236,0.11448889225721359,0.1143922358751297,0.1143922358751297
0.10547243803739548,3,249,,,
0.10341107845306396,3,299,,,
,3,315,0.105269655585289,0.1050163134932518,0.1050163134932518
0.09298838675022125,4,349,,,
,4,394,0.09099593758583069,0.09085008502006531,0.09085008502006531
0.09268276393413544,5,399,,,
0.08038262277841568,5,449,,,
,5,473,0.08086315542459488,0.08095075935125351,0.08095075935125351
0.0949469730257988,6,499,,,
0.07186511904001236,6,549,,,
,6,552,0.08104629814624786,0.0811983272433281,0.0811983272433281
0.0721919983625412,7,599,,,
,7,631,0.07890596240758896,0.07887966930866241,0.07887966930866241
0.067559614777565,8,649,,,
0.07100582122802734,8,699,,,
,8,710,0.07150095701217651,0.07154293358325958,0.07154293358325958
0.06828338652849197,9,749,,,
,9,789,0.07025053352117538,0.07011861354112625,0.07011861354112625
0.08210907131433487,10,799,,,
0.06591048836708069,10,849,,,
,10,868,0.07065696269273758,0.07068722695112228,0.07068722695112228
0.06195169687271118,11,899,,,
,11,947,0.06498844921588898,0.06505808979272842,0.06505808979272842
0.06603961437940598,12,949,,,
0.07174452394247055,12,999,,,
,12,1026,0.06875856965780258,0.06854458898305893,0.06854458898305893
0.06744856387376785,13,1049,,,
0.07018274068832397,13,1099,,,
,13,1105,0.06361498683691025,0.06358372420072556,0.06358372420072556
0.07191021740436554,14,1149,,,
,14,1184,0.06408213824033737,0.06408001482486725,0.06408001482486725
0.06768791377544403,15,1199,,,
0.06892216205596924,15,1249,,,
,15,1263,0.0721418485045433,0.07214424014091492,0.07214424014091492
0.05618879199028015,16,1299,,,
,16,1342,0.06253253668546677,0.06247571483254433,0.06247571483254433
0.06349463015794754,17,1349,,,
0.0629161149263382,17,1399,,,
,17,1421,0.060801103711128235,0.060700755566358566,0.060700755566358566
0.05764800310134888,18,1449,,,
0.05772894620895386,18,1499,,,
,18,1500,0.06002268195152283,0.05996145308017731,0.05996145308017731
0.05829722434282303,19,1549,,,
,19,1579,0.06173987314105034,0.06153721362352371,0.06153721362352371
0.05866844207048416,20,1599,,,
0.05751577764749527,20,1649,,,
,20,1658,0.05981259047985077,0.05997908487915993,0.05997908487915993
0.05250653624534607,21,1699,,,
,21,1737,0.06011984124779701,0.06011807173490524,0.06011807173490524
0.05911124125123024,22,1749,,,
0.057531945407390594,22,1799,,,
,22,1816,0.058544185012578964,0.05850310996174812,0.05850310996174812
0.056083809584379196,23,1849,,,
,23,1895,0.06003829836845398,0.06010635197162628,0.06010635197162628
0.06544122099876404,24,1899,,,
0.06322473287582397,24,1949,,,
,24,1974,0.058284129947423935,0.05839715152978897,0.05839715152978897
0.05799965187907219,25,1999,,,
0.05879085883498192,25,2049,,,
,25,2053,0.05803963169455528,0.05821225792169571,0.05821225792169571
0.059171270579099655,26,2099,,,
,26,2132,0.06050361320376396,0.06048916280269623,0.06048916280269623
0.05986504256725311,27,2149,,,
0.060570769011974335,27,2199,,,
,27,2211,0.05889648571610451,0.05883072316646576,0.05883072316646576
0.05763346329331398,28,2249,,,
,28,2290,0.05718359351158142,0.05714460089802742,0.05714460089802742
0.06167515367269516,29,2299,,,
0.056317683309316635,29,2349,,,
,29,2369,0.05747509002685547,0.057557180523872375,0.057557180523872375
0.05586286634206772,30,2399,,,
,30,2448,0.0562155656516552,0.05639500543475151,0.05639500543475151
0.06395399570465088,31,2449,,,
0.05429520085453987,31,2499,,,
,31,2527,0.05852271243929863,0.058439649641513824,0.058439649641513824
0.05334632843732834,32,2549,,,
0.055978067219257355,32,2599,,,
,32,2606,0.05552278459072113,0.055547233670949936,0.055547233670949936
0.06052287667989731,33,2649,,,
,33,2685,0.057809241116046906,0.05790502950549126,0.05790502950549126
0.057624656707048416,34,2699,,,
0.06043395400047302,34,2749,,,
,34,2764,0.05656639486551285,0.05663258582353592,0.05663258582353592
0.05648180842399597,35,2799,,,
,35,2843,0.05501899868249893,0.05502334609627724,0.05502334609627724
0.06344906240701675,36,2849,,,
0.053601719439029694,36,2899,,,
,36,2922,0.05622753128409386,0.05612878128886223,0.05612878128886223
0.0531628392636776,37,2949,,,
0.055859774351119995,37,2999,,,
,37,3001,0.05631047487258911,0.056378111243247986,0.056378111243247986
0.05071236193180084,38,3049,,,
,38,3080,0.056054405868053436,0.055974673479795456,0.055974673479795456
0.0508597269654274,39,3099,,,
0.05329442396759987,39,3149,,,
,39,3159,0.054101042449474335,0.054157059639692307,0.054157059639692307
0.05078268423676491,40,3199,,,
,40,3238,0.05489702150225639,0.05490085110068321,0.05490085110068321
0.05365611985325813,41,3249,,,
0.05532296001911163,41,3299,,,
,41,3317,0.05463619530200958,0.054554615169763565,0.054554615169763565
0.054213009774684906,42,3349,,,
,42,3396,0.0547039620578289,0.05473477020859718,0.05473477020859718
0.06111907586455345,43,3399,,,
0.05186675116419792,43,3449,,,
,43,3475,0.055384594947099686,0.05538658797740936,0.05538658797740936
0.0540597066283226,44,3499,,,
0.049746911972761154,44,3549,,,
,44,3554,0.05375189334154129,0.053709883242845535,0.053709883242845535
0.053713664412498474,45,3599,,,
,45,3633,0.05444711446762085,0.05445482209324837,0.05445482209324837
0.05042192339897156,46,3649,,,
0.05443287268280983,46,3699,,,
